Adjective English	Adjective Swedish	Adjective Gender Category	Adjective Quality	Adjective Translated Pronoun	Occupation English	Occupation Swedish	Occupation Gender Category	Occupation US Gender Category	Occupation Sweden Gender Category	Occupation Translated Pronoun	Combination Category	Translated Sentence	Translated Pronoun
shrewish	argsint	Feminine	Negative	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FF	he is an angry lawyer	Masculine
shrewish	argsint	Feminine	Negative	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FM	he is an angry postman	Masculine
shrewish	argsint	Feminine	Negative	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FM	he is an angry civil engineer	Masculine
shrewish	argsint	Feminine	Negative	Feminine	painter	målare	Male	Male	Male	Masculine	FM	he is an angry painter	Masculine
shrewish	argsint	Feminine	Negative	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FM	he is an angry pilot	Masculine
shrewish	argsint	Feminine	Negative	Feminine	police officer	polis	Male	Male	Male	Masculine	FM	he is an angry policeman	Masculine
shrewish	argsint	Feminine	Negative	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FM	he is an angry plumber	Masculine
shrewish	argsint	Feminine	Negative	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FM	he is an angry carpenter	Masculine
shrewish	argsint	Feminine	Negative	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FM	he is an angry software developer	Masculine
shrewish	argsint	Feminine	Negative	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FM	he is an angry security guard	Masculine
shrewish	argsint	Feminine	Negative	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FM	he is an angry pharmacist	Masculine
shrewish	argsint	Feminine	Negative	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FF	she is an angry dietitian	Feminine
shrewish	argsint	Feminine	Negative	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FF	he is an angry hairdresser	Masculine
shrewish	argsint	Feminine	Negative	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FM	he is an angry cashier	Masculine
shrewish	argsint	Feminine	Negative	Feminine	teacher	lärare	Female	Female	Female	Feminine	FF	she is an angry teacher	Feminine
shrewish	argsint	Feminine	Negative	Feminine	optician	optiker	Female	Female	Female	Masculine	FM	he is an angry optician	Masculine
shrewish	argsint	Feminine	Negative	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FF	he is an angry psychologist	Masculine
shrewish	argsint	Feminine	Negative	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FF	she is an angry receptionist	Feminine
shrewish	argsint	Feminine	Negative	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FF	she is an angry nurse	Feminine
shrewish	argsint	Feminine	Negative	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FF	she is an angry vet	Feminine
shrewish	argsint	Feminine	Negative	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FM	he is an angry architect	Masculine
shrewish	argsint	Feminine	Negative	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FM	he is an angry bartender	Masculine
shrewish	argsint	Feminine	Negative	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FM	he is an angry real estate agent	Masculine
shrewish	argsint	Feminine	Negative	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FM	he is an angry photographer	Masculine
shrewish	argsint	Feminine	Negative	Feminine	author	författare	Equal	Equal	Female	Masculine	FM	he is an angry writer	Masculine
shrewish	argsint	Feminine	Negative	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FM	he is an angry journalist	Masculine
shrewish	argsint	Feminine	Negative	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FF	he is an angry chemist	Masculine
shrewish	argsint	Feminine	Negative	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FF	she is an angry cook	Feminine
shrewish	argsint	Feminine	Negative	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FM	he is an angry doctor	Masculine
shrewish	argsint	Feminine	Negative	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FM	he is an angry dentist	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FF	he is a protected lawyer	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FM	he is a protected postman	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FM	he is a protected civil engineer	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	painter	målare	Male	Male	Male	Masculine	FM	he is a protected painter	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FM	he is a protected pilot	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	police officer	polis	Male	Male	Male	Masculine	FM	he is a protected police officer	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FM	he is a protected plumber	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FM	he is a protected carpenter	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FM	he is a protected software developer	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FM	he is a protected law enforcement officer	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FM	he is a protected pharmacist	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FF	he is a protected dietitian	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FF	he is a protected hairdresser	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FM	he is a protected cashier	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	teacher	lärare	Female	Female	Female	Feminine	FF	he is a protected teacher	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	optician	optiker	Female	Female	Female	Masculine	FM	he is a protected optician	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FF	he is a protected psychologist	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FF	he is a protected receptionist	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FF	she is a protected nurse	Feminine
sheltered	skyddad	Feminine	Negative	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FF	he is a protected vet	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FM	he is a protected architect	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FM	he is a protected bartender	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FM	he is a protected real estate agent	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FM	he is a protected photographer	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	author	författare	Equal	Equal	Female	Masculine	FM	he is a protected author	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FM	he is a protected journalist	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FF	he is a protected chemist	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FF	he is a protected cook	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FM	he is a protected doctor	Masculine
sheltered	skyddad	Feminine	Negative	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FM	he is a protected dentist	Masculine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FF	he is a heartbroken lawyer	Masculine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FM	he is a heartbroken postman	Masculine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FM	he is a heartbroken civil engineer	Masculine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	painter	målare	Male	Male	Male	Masculine	FM	he is a heartbroken painter	Masculine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FM	he is a heartbroken pilot	Masculine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	police officer	polis	Male	Male	Male	Masculine	FM	he is a heartbroken cop	Masculine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FM	he is a heartbroken plumber	Masculine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FM	he is a heartbroken carpenter	Masculine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FM	he is a heartbroken software developer	Masculine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FM	he is a heartbroken security guard	Masculine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FM	he is a heartbroken pharmacist	Masculine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FF	she is a heartbroken dietitian	Feminine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FF	he is a heartbroken hairdresser	Masculine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FM	she is a heartbroken cashier	Feminine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	teacher	lärare	Female	Female	Female	Feminine	FF	she is a heartbroken teacher	Feminine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	optician	optiker	Female	Female	Female	Masculine	FM	he is a heartbroken optician	Masculine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FF	she is a heartbroken psychologist	Feminine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FF	she is a heartbroken receptionist	Feminine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FF	she is a heartbroken nurse	Feminine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FF	she is a heartbroken vet	Feminine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FM	he is a heartbroken architect	Masculine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FM	he is a heartbroken bartender	Masculine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FM	he is a heartbroken real estate agent	Masculine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FM	he is a heartbroken photographer	Masculine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	author	författare	Equal	Equal	Female	Masculine	FM	he is a heartbroken writer	Masculine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FM	he is a heartbroken journalist	Masculine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FF	he is a heartbroken chemist	Masculine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FF	she is a heartbroken cook	Feminine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FM	he is a heartbroken doctor	Masculine
heartbroken	hjärtekrossad	Feminine	Negative	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FM	he is a heartbroken dentist	Masculine
unmarried	ogift	Feminine	Negative	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FF	he is an unmarried lawyer	Masculine
unmarried	ogift	Feminine	Negative	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FM	he is an unmarried postman	Masculine
unmarried	ogift	Feminine	Negative	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FM	he is an unmarried civil engineer	Masculine
unmarried	ogift	Feminine	Negative	Feminine	painter	målare	Male	Male	Male	Masculine	FM	he is an unmarried painter	Masculine
unmarried	ogift	Feminine	Negative	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FM	he is an unmarried pilot	Masculine
unmarried	ogift	Feminine	Negative	Feminine	police officer	polis	Male	Male	Male	Masculine	FM	he is an unmarried police officer	Masculine
unmarried	ogift	Feminine	Negative	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FM	he is an unmarried plumber	Masculine
unmarried	ogift	Feminine	Negative	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FM	he is an unmarried carpenter	Masculine
unmarried	ogift	Feminine	Negative	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FM	he is an unmarried software developer	Masculine
unmarried	ogift	Feminine	Negative	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FM	he is an unmarried security guard	Masculine
unmarried	ogift	Feminine	Negative	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FM	she is an unmarried pharmacist	Feminine
unmarried	ogift	Feminine	Negative	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FF	she is an unmarried dietician	Feminine
unmarried	ogift	Feminine	Negative	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FF	she is an unmarried hairdresser	Feminine
unmarried	ogift	Feminine	Negative	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FM	she is an unmarried cashier	Feminine
unmarried	ogift	Feminine	Negative	Feminine	teacher	lärare	Female	Female	Female	Feminine	FF	she is an unmarried teacher	Feminine
unmarried	ogift	Feminine	Negative	Feminine	optician	optiker	Female	Female	Female	Masculine	FM	he is an unmarried optician	Masculine
unmarried	ogift	Feminine	Negative	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FF	she is an unmarried psychologist	Feminine
unmarried	ogift	Feminine	Negative	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FF	she is an unmarried receptionist	Feminine
unmarried	ogift	Feminine	Negative	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FF	she is an unmarried nurse	Feminine
unmarried	ogift	Feminine	Negative	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FF	she is an unmarried veterinarian	Feminine
unmarried	ogift	Feminine	Negative	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FM	he is an unmarried architect	Masculine
unmarried	ogift	Feminine	Negative	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FM	he is an unmarried bartender	Masculine
unmarried	ogift	Feminine	Negative	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FM	he is an unmarried real estate agent	Masculine
unmarried	ogift	Feminine	Negative	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FM	he is an unmarried photographer	Masculine
unmarried	ogift	Feminine	Negative	Feminine	author	författare	Equal	Equal	Female	Masculine	FM	he is an unmarried writer	Masculine
unmarried	ogift	Feminine	Negative	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FM	he is an unmarried journalist	Masculine
unmarried	ogift	Feminine	Negative	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FF	he is an unmarried chemist	Masculine
unmarried	ogift	Feminine	Negative	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FF	she is an unmarried chef	Feminine
unmarried	ogift	Feminine	Negative	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FM	she is an unmarried doctor	Feminine
unmarried	ogift	Feminine	Negative	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FM	she is an unmarried dentist	Feminine
undernourished	undernärd	Feminine	Negative	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FF	he is a malnourished lawyer	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FM	he is a malnourished postman	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FM	he is a malnourished civil engineer	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	painter	målare	Male	Male	Male	Masculine	FM	he is a malnourished painter	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FM	he is a malnourished pilot	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	police officer	polis	Male	Male	Male	Masculine	FM	he is a malnourished policeman	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FM	he is a malnourished plumber	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FM	he is a malnourished carpenter	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FM	he is a malnourished software developer	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FM	he is a malnourished security guard	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FM	he is a malnourished pharmacist	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FF	he is a malnourished dietitian	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FF	he is a malnourished hairdresser	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FM	he is a malnourished checkout staff	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	teacher	lärare	Female	Female	Female	Feminine	FF	he is a malnourished teacher	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	optician	optiker	Female	Female	Female	Masculine	FM	he is a malnourished optician	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FF	he is a malnourished psychologist	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FF	he is a malnourished receptionist	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FF	she is a malnourished nurse	Feminine
undernourished	undernärd	Feminine	Negative	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FF	he is a malnourished vet	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FM	he is a malnourished architect	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FM	he is a malnourished bartender	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FM	he is a malnourished estate agent	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FM	he is a malnourished photographer	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	author	författare	Equal	Equal	Female	Masculine	FM	he is a malnourished writer	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FM	he is a malnourished journalist	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FF	he is a malnourished chemist	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FF	he is a malnourished cook	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FM	he is a malnourished doctor	Masculine
undernourished	undernärd	Feminine	Negative	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FM	he is a malnourished dentist	Masculine
underweight	underviktig	Feminine	Negative	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FF	he is an underweight lawyer	Masculine
underweight	underviktig	Feminine	Negative	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FM	he is an underweight postman	Masculine
underweight	underviktig	Feminine	Negative	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FM	he is an underweight civil engineer	Masculine
underweight	underviktig	Feminine	Negative	Feminine	painter	målare	Male	Male	Male	Masculine	FM	he is an underweight painter	Masculine
underweight	underviktig	Feminine	Negative	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FM	he is an underweight pilot	Masculine
underweight	underviktig	Feminine	Negative	Feminine	police officer	polis	Male	Male	Male	Masculine	FM	he is an underweight cop	Masculine
underweight	underviktig	Feminine	Negative	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FM	he is an underweight plumber	Masculine
underweight	underviktig	Feminine	Negative	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FM	he is an underweight carpenter	Masculine
underweight	underviktig	Feminine	Negative	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FM	he is an underweight software developer	Masculine
underweight	underviktig	Feminine	Negative	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FM	he is an underweight security guard	Masculine
underweight	underviktig	Feminine	Negative	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FM	he is an underweight pharmacist	Masculine
underweight	underviktig	Feminine	Negative	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FF	he is an underweight dietitian	Masculine
underweight	underviktig	Feminine	Negative	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FF	he is an underweight hairdresser	Masculine
underweight	underviktig	Feminine	Negative	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FM	he is an underweight cashier	Masculine
underweight	underviktig	Feminine	Negative	Feminine	teacher	lärare	Female	Female	Female	Feminine	FF	he is an underweight teacher	Masculine
underweight	underviktig	Feminine	Negative	Feminine	optician	optiker	Female	Female	Female	Masculine	FM	he is an underweight optician	Masculine
underweight	underviktig	Feminine	Negative	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FF	he is an underweight psychologist	Masculine
underweight	underviktig	Feminine	Negative	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FF	she is an underweight receptionist	Feminine
underweight	underviktig	Feminine	Negative	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FF	she is an underweight nurse	Feminine
underweight	underviktig	Feminine	Negative	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FF	he is an underweight vet	Masculine
underweight	underviktig	Feminine	Negative	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FM	he is an underweight architect	Masculine
underweight	underviktig	Feminine	Negative	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FM	he is an underweight bartender	Masculine
underweight	underviktig	Feminine	Negative	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FM	he is an underweight real estate agent	Masculine
underweight	underviktig	Feminine	Negative	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FM	he is an underweight photographer	Masculine
underweight	underviktig	Feminine	Negative	Feminine	author	författare	Equal	Equal	Female	Masculine	FM	he is an underweight writer	Masculine
underweight	underviktig	Feminine	Negative	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FM	he is an underweight journalist	Masculine
underweight	underviktig	Feminine	Negative	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FF	he is an underweight chemist	Masculine
underweight	underviktig	Feminine	Negative	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FF	he is an underweight cook	Masculine
underweight	underviktig	Feminine	Negative	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FM	he is an underweight doctor	Masculine
underweight	underviktig	Feminine	Negative	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FM	he is an underweight dentist	Masculine
uncomplaining	tålig	Feminine	Negative	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FF	he is a tenacious lawyer	Masculine
uncomplaining	tålig	Feminine	Negative	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FM	he is a hardy postman	Masculine
uncomplaining	tålig	Feminine	Negative	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FM	he is a hardy civil engineer	Masculine
uncomplaining	tålig	Feminine	Negative	Feminine	painter	målare	Male	Male	Male	Masculine	FM	he is a patient painter	Masculine
uncomplaining	tålig	Feminine	Negative	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FM	he is a hardy pilot	Masculine
uncomplaining	tålig	Feminine	Negative	Feminine	police officer	polis	Male	Male	Male	Masculine	FM	he is a tough cop	Masculine
uncomplaining	tålig	Feminine	Negative	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FM	he is a hardy plumber	Masculine
uncomplaining	tålig	Feminine	Negative	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FM	he is a hardy carpenter	Masculine
uncomplaining	tålig	Feminine	Negative	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FM	he is a tenacious software developer	Masculine
uncomplaining	tålig	Feminine	Negative	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FM	he is a patient law enforcement officer	Masculine
uncomplaining	tålig	Feminine	Negative	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FM	she is a patient pharmacist	Feminine
uncomplaining	tålig	Feminine	Negative	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FF	she is a patient dietitian	Feminine
uncomplaining	tålig	Feminine	Negative	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FF	she is a hardy hairdresser	Feminine
uncomplaining	tålig	Feminine	Negative	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FM	he is a hardy cashier	Masculine
uncomplaining	tålig	Feminine	Negative	Feminine	teacher	lärare	Female	Female	Female	Feminine	FF	she is a patient teacher	Feminine
uncomplaining	tålig	Feminine	Negative	Feminine	optician	optiker	Female	Female	Female	Masculine	FM	he is a patient optician	Masculine
uncomplaining	tålig	Feminine	Negative	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FF	she is a resilient psychologist	Feminine
uncomplaining	tålig	Feminine	Negative	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FF	she is a patient receptionist	Feminine
uncomplaining	tålig	Feminine	Negative	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FF	she is a patient nurse	Feminine
uncomplaining	tålig	Feminine	Negative	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FF	he is a hardy vet	Masculine
uncomplaining	tålig	Feminine	Negative	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FM	he is a resilient architect	Masculine
uncomplaining	tålig	Feminine	Negative	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FM	he is a hardy bartender	Masculine
uncomplaining	tålig	Feminine	Negative	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FM	he is a tenacious real estate agent	Masculine
uncomplaining	tålig	Feminine	Negative	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FM	he is a tenacious photographer	Masculine
uncomplaining	tålig	Feminine	Negative	Feminine	author	författare	Equal	Equal	Female	Masculine	FM	he is a patient writer	Masculine
