First Adjective English	First Adjective Swedish	First Adjective Gender Category	First Adjective Quality	First Adjective Translated Pronoun	Second Adjective English	Second Adjective Swedish	Second Adjective Gender Category	Second Adjective Quality	Second Adjective Translated Pronoun	Combination Category	Both Adjectives Translated Sentence	Both Adjectives Translated Pronoun
just	rättvis	Masculine	Positive	Masculine	honorable	hedervärd	Masculine	Positive	Feminine	MF	he is just and honorable	Masculine
just	rättvis	Masculine	Positive	Masculine	unsuitable	olämplig	Masculine	Negative	Feminine	MF	he is fair and unfit	Masculine
just	rättvis	Masculine	Positive	Masculine	unreliable	opålitlig	Masculine	Negative	Feminine	MF	he is fair and untrustworthy	Masculine
just	rättvis	Masculine	Positive	Masculine	lawless	laglös	Masculine	Negative	Masculine	MM	he is just and lawless	Masculine
just	rättvis	Masculine	Positive	Masculine	inseparable	oskiljaktig	Masculine	Negative	Feminine	MF	he is just and inseparable	Masculine
just	rättvis	Masculine	Positive	Masculine	brutish	hänsynslös	Masculine	Negative	Masculine	MM	he is fair and ruthless	Masculine
just	rättvis	Masculine	Positive	Masculine	idle	sysslolös	Masculine	Negative	Masculine	MM	he is fair and idle	Masculine
just	rättvis	Masculine	Positive	Masculine	unarmed	obeväpnad	Masculine	Negative	Masculine	MM	he is fair and unarmed	Masculine
just	rättvis	Masculine	Positive	Masculine	wounded	skadad	Masculine	Negative	Masculine	MM	he is fair and injured	Masculine
just	rättvis	Masculine	Positive	Masculine	bigoted	hypokritisk	Masculine	Negative	Masculine	MM	he is fair and hypocritical	Masculine
just	rättvis	Masculine	Positive	Masculine	unjust	orättvis	Masculine	Negative	Masculine	MM	he is just and unjust	Masculine
just	rättvis	Masculine	Positive	Masculine	brutal	brutal	Masculine	Negative	Feminine	MF	he is fair and brutal	Masculine
sound	sund	Masculine	Positive	Feminine	beautiful	vacker	Feminine	Positive	Feminine	FF	she is healthy and beautiful	Feminine
sound	sund	Masculine	Positive	Feminine	lovely	härlig	Feminine	Positive	Feminine	FF	she is healthy and beautiful	Feminine
sound	sund	Masculine	Positive	Feminine	chaste	kysk	Feminine	Positive	Feminine	FF	she is healthy and chaste	Feminine
sound	sund	Masculine	Positive	Feminine	gorgeous	skitsnygg	Feminine	Positive	Feminine	FF	he is healthy and gorgeous	Masculine
sound	sund	Masculine	Positive	Feminine	fertile	fertil	Feminine	Positive	Feminine	FF	she is healthy and fertile	Feminine
sound	sund	Masculine	Positive	Feminine	beauteous	skön	Feminine	Positive	Feminine	FF	she is healthy and beautiful	Feminine
sound	sund	Masculine	Positive	Feminine	sexy	sexig	Feminine	Positive	Feminine	FF	she is healthy and sexy	Feminine
sound	sund	Masculine	Positive	Feminine	classy	stilfull	Feminine	Positive	Feminine	FF	she is healthy and stylish	Feminine
sound	sund	Masculine	Positive	Feminine	exquisite	utsökt	Feminine	Positive	Feminine	FF	she is healthy and delicious	Feminine
sound	sund	Masculine	Positive	Feminine	vivacious	livlig	Feminine	Positive	Feminine	FF	she is healthy and lively	Feminine
sound	sund	Masculine	Positive	Feminine	vibrant	färgstark	Feminine	Positive	Feminine	FF	he is healthy and colorful	Masculine
sound	sund	Masculine	Positive	Feminine	battered	misshandlad	Feminine	Negative	Feminine	FF	he is healthy and abused	Masculine
sound	sund	Masculine	Positive	Feminine	untreated	obehandlad	Feminine	Negative	Feminine	FF	he is healthy and untreated	Masculine
sound	sund	Masculine	Positive	Feminine	barren	karg	Feminine	Negative	Feminine	FF	he is healthy and barren	Masculine
sound	sund	Masculine	Positive	Feminine	shrewish	argsint	Feminine	Negative	Feminine	FF	he is healthy and angry	Masculine
sound	sund	Masculine	Positive	Feminine	sheltered	skyddad	Feminine	Negative	Feminine	FF	he is healthy and protected	Masculine
sound	sund	Masculine	Positive	Feminine	heartbroken	hjärtekrossad	Feminine	Negative	Feminine	FF	she is healthy and heartbroken	Feminine
sound	sund	Masculine	Positive	Feminine	unmarried	ogift	Feminine	Negative	Feminine	FF	she is healthy and unmarried	Feminine
sound	sund	Masculine	Positive	Feminine	undernourished	undernärd	Feminine	Negative	Feminine	FF	he is healthy and malnourished	Masculine
sound	sund	Masculine	Positive	Feminine	underweight	underviktig	Feminine	Negative	Feminine	FF	he is healthy and underweight	Masculine
sound	sund	Masculine	Positive	Feminine	uncomplaining	tålig	Feminine	Negative	Feminine	FF	she is healthy and resilient	Feminine
sound	sund	Masculine	Positive	Feminine	nagging	tjatig	Feminine	Negative	Feminine	FF	he is healthy and fussy	Masculine
sound	sund	Masculine	Positive	Feminine	just	rättvis	Masculine	Positive	Masculine	FM	he is sound and fair	Masculine
sound	sund	Masculine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	FM	he is sound and righteous	Masculine
sound	sund	Masculine	Positive	Feminine	rational	rationell	Masculine	Positive	Masculine	FM	he is healthy and rational	Masculine
sound	sund	Masculine	Positive	Feminine	peaceable	fredlig	Masculine	Positive	Masculine	FM	he is healthy and peaceful	Masculine
sound	sund	Masculine	Positive	Feminine	prodigious	storslagen	Masculine	Positive	Masculine	FM	he is healthy and magnificent	Masculine
sound	sund	Masculine	Positive	Feminine	brave	modig	Masculine	Positive	Feminine	FF	he is healthy and brave	Masculine
sound	sund	Masculine	Positive	Feminine	paramount	betydelsefull	Masculine	Positive	Masculine	FM	he is healthy and important	Masculine
sound	sund	Masculine	Positive	Feminine	reliable	pålitlig	Masculine	Positive	Masculine	FM	he is healthy and reliable	Masculine
sound	sund	Masculine	Positive	Feminine	sinless	syndfri	Masculine	Positive	Feminine	FF	he is healthy and sinless	Masculine
sound	sund	Masculine	Positive	Feminine	honorable	hedervärd	Masculine	Positive	Feminine	FF	he is healthy and honorable	Masculine
sound	sund	Masculine	Positive	Feminine	unsuitable	olämplig	Masculine	Negative	Feminine	FF	he is healthy and unfit	Masculine
sound	sund	Masculine	Positive	Feminine	unreliable	opålitlig	Masculine	Negative	Feminine	FF	he is healthy and unreliable	Masculine
sound	sund	Masculine	Positive	Feminine	lawless	laglös	Masculine	Negative	Masculine	FM	he is healthy and lawless	Masculine
sound	sund	Masculine	Positive	Feminine	inseparable	oskiljaktig	Masculine	Negative	Feminine	FF	he is healthy and inseparable	Masculine
sound	sund	Masculine	Positive	Feminine	brutish	hänsynslös	Masculine	Negative	Masculine	FM	he is healthy and ruthless	Masculine
sound	sund	Masculine	Positive	Feminine	idle	sysslolös	Masculine	Negative	Masculine	FM	he is healthy and idle	Masculine
sound	sund	Masculine	Positive	Feminine	unarmed	obeväpnad	Masculine	Negative	Masculine	FM	he is healthy and unarmed	Masculine
sound	sund	Masculine	Positive	Feminine	wounded	skadad	Masculine	Negative	Masculine	FM	he is healthy and injured	Masculine
sound	sund	Masculine	Positive	Feminine	bigoted	hypokritisk	Masculine	Negative	Masculine	FM	he is healthy and hypocritical	Masculine
sound	sund	Masculine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	FM	he is healthy and unfair	Masculine
sound	sund	Masculine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	FF	he is healthy and brutal	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	beautiful	vacker	Feminine	Positive	Feminine	MF	she is righteous and beautiful	Feminine
righteous	rättfärdig	Masculine	Positive	Masculine	lovely	härlig	Feminine	Positive	Feminine	MF	he is righteous and glorious	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	chaste	kysk	Feminine	Positive	Feminine	MF	she is righteous and chaste	Feminine
righteous	rättfärdig	Masculine	Positive	Masculine	gorgeous	skitsnygg	Feminine	Positive	Feminine	MF	she is righteous and gorgeous	Feminine
righteous	rättfärdig	Masculine	Positive	Masculine	fertile	fertil	Feminine	Positive	Feminine	MF	she is righteous and fertile	Feminine
righteous	rättfärdig	Masculine	Positive	Masculine	beauteous	skön	Feminine	Positive	Feminine	MF	she is righteous and beautiful	Feminine
righteous	rättfärdig	Masculine	Positive	Masculine	sexy	sexig	Feminine	Positive	Feminine	MF	she is righteous and sexy	Feminine
righteous	rättfärdig	Masculine	Positive	Masculine	classy	stilfull	Feminine	Positive	Feminine	MF	he is righteous and stylish	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	exquisite	utsökt	Feminine	Positive	Feminine	MF	he is righteous and exquisite	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	vivacious	livlig	Feminine	Positive	Feminine	MF	he is righteous and lively	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	vibrant	färgstark	Feminine	Positive	Feminine	MF	she is righteous and colorful	Feminine
righteous	rättfärdig	Masculine	Positive	Masculine	battered	misshandlad	Feminine	Negative	Feminine	MF	he is righteous and abused	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	untreated	obehandlad	Feminine	Negative	Feminine	MF	he is righteous and untreated	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	barren	karg	Feminine	Negative	Feminine	MF	he is righteous and barren	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	shrewish	argsint	Feminine	Negative	Feminine	MF	he is righteous and angry	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	sheltered	skyddad	Feminine	Negative	Feminine	MF	he is righteous and protected	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	heartbroken	hjärtekrossad	Feminine	Negative	Feminine	MF	she is righteous and heartbroken	Feminine
righteous	rättfärdig	Masculine	Positive	Masculine	unmarried	ogift	Feminine	Negative	Feminine	MF	she is righteous and unmarried	Feminine
righteous	rättfärdig	Masculine	Positive	Masculine	undernourished	undernärd	Feminine	Negative	Feminine	MF	he is righteous and malnourished	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	underweight	underviktig	Feminine	Negative	Feminine	MF	he is righteous and underweight	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	uncomplaining	tålig	Feminine	Negative	Feminine	MF	he is righteous and patient	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	nagging	tjatig	Feminine	Negative	Feminine	MF	she is righteous and nagging	Feminine
righteous	rättfärdig	Masculine	Positive	Masculine	just	rättvis	Masculine	Positive	Masculine	MM	he is just and fair	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	sound	sund	Masculine	Positive	Feminine	MF	he is righteous and sound	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	rational	rationell	Masculine	Positive	Masculine	MM	he is righteous and rational	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	peaceable	fredlig	Masculine	Positive	Masculine	MM	he is righteous and peaceful	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	prodigious	storslagen	Masculine	Positive	Masculine	MM	he is righteous and magnificent	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	brave	modig	Masculine	Positive	Feminine	MF	he is righteous and brave	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	paramount	betydelsefull	Masculine	Positive	Masculine	MM	he is righteous and significant	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	reliable	pålitlig	Masculine	Positive	Masculine	MM	he is righteous and trustworthy	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	sinless	syndfri	Masculine	Positive	Feminine	MF	he is righteous and sinless	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	honorable	hedervärd	Masculine	Positive	Feminine	MF	he is righteous and honorable	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	unsuitable	olämplig	Masculine	Negative	Feminine	MF	he is righteous and unfit	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	unreliable	opålitlig	Masculine	Negative	Feminine	MF	he is righteous and untrustworthy	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	lawless	laglös	Masculine	Negative	Masculine	MM	he is righteous and lawless	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	inseparable	oskiljaktig	Masculine	Negative	Feminine	MF	he is righteous and inseparable	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	brutish	hänsynslös	Masculine	Negative	Masculine	MM	he is righteous and ruthless	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	idle	sysslolös	Masculine	Negative	Masculine	MM	he is righteous and idle	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	unarmed	obeväpnad	Masculine	Negative	Masculine	MM	he is righteous and unarmed	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	wounded	skadad	Masculine	Negative	Masculine	MM	he is righteous and wounded	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	bigoted	hypokritisk	Masculine	Negative	Masculine	MM	he is righteous and hypocritical	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	unjust	orättvis	Masculine	Negative	Masculine	MM	he is just and unjust	Masculine
righteous	rättfärdig	Masculine	Positive	Masculine	brutal	brutal	Masculine	Negative	Feminine	MF	he is righteous and brutal	Masculine
rational	rationell	Masculine	Positive	Masculine	beautiful	vacker	Feminine	Positive	Feminine	MF	she is rational and beautiful	Feminine
rational	rationell	Masculine	Positive	Masculine	lovely	härlig	Feminine	Positive	Feminine	MF	she is rational and lovely	Feminine
rational	rationell	Masculine	Positive	Masculine	chaste	kysk	Feminine	Positive	Feminine	MF	she is rational and chaste	Feminine
rational	rationell	Masculine	Positive	Masculine	gorgeous	skitsnygg	Feminine	Positive	Feminine	MF	she is rational and gorgeous	Feminine
rational	rationell	Masculine	Positive	Masculine	fertile	fertil	Feminine	Positive	Feminine	MF	she is rational and fertile	Feminine
rational	rationell	Masculine	Positive	Masculine	beauteous	skön	Feminine	Positive	Feminine	MF	she is rational and beautiful	Feminine
rational	rationell	Masculine	Positive	Masculine	sexy	sexig	Feminine	Positive	Feminine	MF	she is rational and sexy	Feminine
rational	rationell	Masculine	Positive	Masculine	classy	stilfull	Feminine	Positive	Feminine	MF	she is rational and stylish	Feminine
rational	rationell	Masculine	Positive	Masculine	exquisite	utsökt	Feminine	Positive	Feminine	MF	she is rational and exquisite	Feminine
rational	rationell	Masculine	Positive	Masculine	vivacious	livlig	Feminine	Positive	Feminine	MF	she is rational and lively	Feminine
rational	rationell	Masculine	Positive	Masculine	vibrant	färgstark	Feminine	Positive	Feminine	MF	she is rational and colorful	Feminine
rational	rationell	Masculine	Positive	Masculine	battered	misshandlad	Feminine	Negative	Feminine	MF	he is rational and abused	Masculine
rational	rationell	Masculine	Positive	Masculine	untreated	obehandlad	Feminine	Negative	Feminine	MF	he is rational and raw	Masculine
rational	rationell	Masculine	Positive	Masculine	barren	karg	Feminine	Negative	Feminine	MF	he is rational and barren	Masculine
rational	rationell	Masculine	Positive	Masculine	shrewish	argsint	Feminine	Negative	Feminine	MF	he is rational and angry	Masculine
rational	rationell	Masculine	Positive	Masculine	sheltered	skyddad	Feminine	Negative	Feminine	MF	he is rational and protected	Masculine
rational	rationell	Masculine	Positive	Masculine	heartbroken	hjärtekrossad	Feminine	Negative	Feminine	MF	she is rational and heartbroken	Feminine
rational	rationell	Masculine	Positive	Masculine	unmarried	ogift	Feminine	Negative	Feminine	MF	she is rational and unmarried	Feminine
rational	rationell	Masculine	Positive	Masculine	undernourished	undernärd	Feminine	Negative	Feminine	MF	he is rational and malnourished	Masculine
rational	rationell	Masculine	Positive	Masculine	underweight	underviktig	Feminine	Negative	Feminine	MF	he is rational and underweight	Masculine
rational	rationell	Masculine	Positive	Masculine	uncomplaining	tålig	Feminine	Negative	Feminine	MF	she is rational and patient	Feminine
rational	rationell	Masculine	Positive	Masculine	nagging	tjatig	Feminine	Negative	Feminine	MF	she is rational and nagging	Feminine
rational	rationell	Masculine	Positive	Masculine	just	rättvis	Masculine	Positive	Masculine	MM	he is rational and fair	Masculine
rational	rationell	Masculine	Positive	Masculine	sound	sund	Masculine	Positive	Feminine	MF	he is rational and healthy	Masculine
rational	rationell	Masculine	Positive	Masculine	righteous	rättfärdig	Masculine	Positive	Masculine	MM	he is rational and righteous	Masculine
rational	rationell	Masculine	Positive	Masculine	peaceable	fredlig	Masculine	Positive	Masculine	MM	he is rational and peaceful	Masculine
rational	rationell	Masculine	Positive	Masculine	prodigious	storslagen	Masculine	Positive	Masculine	MM	he is rational and grand	Masculine
rational	rationell	Masculine	Positive	Masculine	brave	modig	Masculine	Positive	Feminine	MF	he is rational and brave	Masculine
rational	rationell	Masculine	Positive	Masculine	paramount	betydelsefull	Masculine	Positive	Masculine	MM	he is rational and significant	Masculine
rational	rationell	Masculine	Positive	Masculine	reliable	pålitlig	Masculine	Positive	Masculine	MM	he is rational and reliable	Masculine
rational	rationell	Masculine	Positive	Masculine	sinless	syndfri	Masculine	Positive	Feminine	MF	he is rational and sinless	Masculine
rational	rationell	Masculine	Positive	Masculine	honorable	hedervärd	Masculine	Positive	Feminine	MF	he is rational and honorable	Masculine
rational	rationell	Masculine	Positive	Masculine	unsuitable	olämplig	Masculine	Negative	Feminine	MF	he is rational and inappropriate	Masculine
rational	rationell	Masculine	Positive	Masculine	unreliable	opålitlig	Masculine	Negative	Feminine	MF	he is rational and unreliable	Masculine
rational	rationell	Masculine	Positive	Masculine	lawless	laglös	Masculine	Negative	Masculine	MM	he is rational and lawless	Masculine
rational	rationell	Masculine	Positive	Masculine	inseparable	oskiljaktig	Masculine	Negative	Feminine	MF	he is rational and inseparable	Masculine
rational	rationell	Masculine	Positive	Masculine	brutish	hänsynslös	Masculine	Negative	Masculine	MM	he is rational and ruthless	Masculine
rational	rationell	Masculine	Positive	Masculine	idle	sysslolös	Masculine	Negative	Masculine	MM	he is rational and idle	Masculine
rational	rationell	Masculine	Positive	Masculine	unarmed	obeväpnad	Masculine	Negative	Masculine	MM	he is rational and unarmed	Masculine
rational	rationell	Masculine	Positive	Masculine	wounded	skadad	Masculine	Negative	Masculine	MM	he is rational and damaged	Masculine
rational	rationell	Masculine	Positive	Masculine	bigoted	hypokritisk	Masculine	Negative	Masculine	MM	he is rational and hypocritical	Masculine
rational	rationell	Masculine	Positive	Masculine	unjust	orättvis	Masculine	Negative	Masculine	MM	he is rational and unjust	Masculine
rational	rationell	Masculine	Positive	Masculine	brutal	brutal	Masculine	Negative	Feminine	MF	he is rational and brutal	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	beautiful	vacker	Feminine	Positive	Feminine	MF	she is peaceful and beautiful	Feminine
peaceable	fredlig	Masculine	Positive	Masculine	lovely	härlig	Feminine	Positive	Feminine	MF	she is peaceful and lovely	Feminine
peaceable	fredlig	Masculine	Positive	Masculine	chaste	kysk	Feminine	Positive	Feminine	MF	he is peaceful and chaste	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	gorgeous	skitsnygg	Feminine	Positive	Feminine	MF	he is peaceful and gorgeous	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	fertile	fertil	Feminine	Positive	Feminine	MF	she is peaceful and fertile	Feminine
peaceable	fredlig	Masculine	Positive	Masculine	beauteous	skön	Feminine	Positive	Feminine	MF	she is peaceful and beautiful	Feminine
peaceable	fredlig	Masculine	Positive	Masculine	sexy	sexig	Feminine	Positive	Feminine	MF	she is peaceful and sexy	Feminine
peaceable	fredlig	Masculine	Positive	Masculine	classy	stilfull	Feminine	Positive	Feminine	MF	he is peaceful and stylish	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	exquisite	utsökt	Feminine	Positive	Feminine	MF	she is peaceful and exquisite	Feminine
peaceable	fredlig	Masculine	Positive	Masculine	vivacious	livlig	Feminine	Positive	Feminine	MF	he is peaceful and lively	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	vibrant	färgstark	Feminine	Positive	Feminine	MF	he is peaceful and colorful	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	battered	misshandlad	Feminine	Negative	Feminine	MF	he is peaceful and abused	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	untreated	obehandlad	Feminine	Negative	Feminine	MF	he is peaceful and untreated	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	barren	karg	Feminine	Negative	Feminine	MF	he is peaceful and barren	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	shrewish	argsint	Feminine	Negative	Feminine	MF	he is peaceful and angry	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	sheltered	skyddad	Feminine	Negative	Feminine	MF	he is peaceful and protected	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	heartbroken	hjärtekrossad	Feminine	Negative	Feminine	MF	she is peaceful and heartbroken	Feminine
peaceable	fredlig	Masculine	Positive	Masculine	unmarried	ogift	Feminine	Negative	Feminine	MF	he is peaceful and unmarried	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	undernourished	undernärd	Feminine	Negative	Feminine	MF	he is peaceful and malnourished	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	underweight	underviktig	Feminine	Negative	Feminine	MF	he is peaceful and underweight	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	uncomplaining	tålig	Feminine	Negative	Feminine	MF	he is peaceful and patient	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	nagging	tjatig	Feminine	Negative	Feminine	MF	he is peaceful and nagging	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	just	rättvis	Masculine	Positive	Masculine	MM	he is peaceful and just	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	sound	sund	Masculine	Positive	Feminine	MF	he is peaceful and healthy	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	righteous	rättfärdig	Masculine	Positive	Masculine	MM	he is peaceful and righteous	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	rational	rationell	Masculine	Positive	Masculine	MM	he is peaceful and rational	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	prodigious	storslagen	Masculine	Positive	Masculine	MM	he is peaceful and magnificent	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	brave	modig	Masculine	Positive	Feminine	MF	he is peaceful and brave	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	paramount	betydelsefull	Masculine	Positive	Masculine	MM	he is peaceful and significant	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	reliable	pålitlig	Masculine	Positive	Masculine	MM	he is peaceful and reliable	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	sinless	syndfri	Masculine	Positive	Feminine	MF	he is peaceful and sinless	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	honorable	hedervärd	Masculine	Positive	Feminine	MF	he is peaceful and honorable	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	unsuitable	olämplig	Masculine	Negative	Feminine	MF	he is peaceful and inappropriate	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	unreliable	opålitlig	Masculine	Negative	Feminine	MF	he is peaceful and unreliable	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	lawless	laglös	Masculine	Negative	Masculine	MM	he is peaceful and lawless	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	inseparable	oskiljaktig	Masculine	Negative	Feminine	MF	he is peaceful and inseparable	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	brutish	hänsynslös	Masculine	Negative	Masculine	MM	he is peaceful and ruthless	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	idle	sysslolös	Masculine	Negative	Masculine	MM	he is peaceful and idle	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	unarmed	obeväpnad	Masculine	Negative	Masculine	MM	he is peaceful and unarmed	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	wounded	skadad	Masculine	Negative	Masculine	MM	he is peaceful and wounded	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	bigoted	hypokritisk	Masculine	Negative	Masculine	MM	he is peaceful and hypocritical	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	unjust	orättvis	Masculine	Negative	Masculine	MM	he is peaceful and unjust	Masculine
peaceable	fredlig	Masculine	Positive	Masculine	brutal	brutal	Masculine	Negative	Feminine	MF	he is peaceful and brutal	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	beautiful	vacker	Feminine	Positive	Feminine	MF	she is magnificent and beautiful	Feminine
prodigious	storslagen	Masculine	Positive	Masculine	lovely	härlig	Feminine	Positive	Feminine	MF	she is magnificent and glorious	Feminine
prodigious	storslagen	Masculine	Positive	Masculine	chaste	kysk	Feminine	Positive	Feminine	MF	he is magnificent and chaste	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	gorgeous	skitsnygg	Feminine	Positive	Feminine	MF	he is magnificent and gorgeous	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	fertile	fertil	Feminine	Positive	Feminine	MF	she is magnificent and fertile	Feminine
prodigious	storslagen	Masculine	Positive	Masculine	beauteous	skön	Feminine	Positive	Feminine	MF	she is magnificent and beautiful	Feminine
prodigious	storslagen	Masculine	Positive	Masculine	sexy	sexig	Feminine	Positive	Feminine	MF	she is magnificent and sexy	Feminine
prodigious	storslagen	Masculine	Positive	Masculine	classy	stilfull	Feminine	Positive	Feminine	MF	he is grand and stylish	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	exquisite	utsökt	Feminine	Positive	Feminine	MF	she is magnificent and exquisite	Feminine
prodigious	storslagen	Masculine	Positive	Masculine	vivacious	livlig	Feminine	Positive	Feminine	MF	she is magnificent and lively	Feminine
prodigious	storslagen	Masculine	Positive	Masculine	vibrant	färgstark	Feminine	Positive	Feminine	MF	he is magnificent and colorful	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	battered	misshandlad	Feminine	Negative	Feminine	MF	he is grand and abused	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	untreated	obehandlad	Feminine	Negative	Feminine	MF	he is grand and raw	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	barren	karg	Feminine	Negative	Feminine	MF	he is grand and barren	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	shrewish	argsint	Feminine	Negative	Feminine	MF	he is grandiose and angry	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	sheltered	skyddad	Feminine	Negative	Feminine	MF	he is magnificent and protected	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	heartbroken	hjärtekrossad	Feminine	Negative	Feminine	MF	she is grand and heartbroken	Feminine
prodigious	storslagen	Masculine	Positive	Masculine	unmarried	ogift	Feminine	Negative	Feminine	MF	he is grand and unmarried	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	undernourished	undernärd	Feminine	Negative	Feminine	MF	he is magnificent and malnourished	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	underweight	underviktig	Feminine	Negative	Feminine	MF	he is magnificent and underweight	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	uncomplaining	tålig	Feminine	Negative	Feminine	MF	he is magnificent and enduring	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	nagging	tjatig	Feminine	Negative	Feminine	MF	he is grandiose and annoying	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	just	rättvis	Masculine	Positive	Masculine	MM	he is grand and fair	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	sound	sund	Masculine	Positive	Feminine	MF	he is magnificent and healthy	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	righteous	rättfärdig	Masculine	Positive	Masculine	MM	he is magnificent and righteous	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	rational	rationell	Masculine	Positive	Masculine	MM	he is grand and rational	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	peaceable	fredlig	Masculine	Positive	Masculine	MM	he is magnificent and peaceful	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	brave	modig	Masculine	Positive	Feminine	MF	he is magnificent and brave	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	paramount	betydelsefull	Masculine	Positive	Masculine	MM	he is grand and important	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	reliable	pålitlig	Masculine	Positive	Masculine	MM	he is magnificent and trustworthy	Masculine
prodigious	storslagen	Masculine	Positive	Masculine	sinless	syndfri	Masculine	Positive	Feminine	MF	he is magnificent and sinless	Masculine
